	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO
{120} {52}	[{120}, {52}]	{feats_Gender=Masc} {wp_▁de}	0.5051952920378473	-inf	-inf	4.229626574774702	-inf	-inf	-inf	3.3265149648683523	-inf	-inf	inf	inf	-inf	4.163802888357107	-inf	-inf	-inf	4.217400559686962	-inf	1.971252928870897	inf	4.922792437148484	-inf	11.59600777347249	-inf	inf	-inf	-inf	-inf	-inf	9.85549917597304	4.745979445118688	inf	-inf	-inf	-inf	inf	-inf
{5,120} {3,120}	[{120, 5}, {120, 3}]	{feats_Number=Sing,feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc}	-26.895896908987396	inf	inf	2.582666630848422	-inf	4.293752583756667	1.5552050901475098	-39.230772802336226	-68.02484335266222	inf	inf	inf	inf	-0.5193877938883846	-inf	8.526007494539213	7.366998958642937	-inf	3.580531242325231	-9.20601925748987	2.579569140109015	-9.195765070166276	-45.89984996497375	inf	-inf	-inf	-4.732281374481393	-inf	-31.82720257840239	-inf	3.7620689704745707	5.52538683544664	-inf	inf	1.645010194795951	-inf	inf	6.253106482544299
{19} {5,81}	[{19}, {81, 5}]	{lemma_de} {feats_Number=Sing,pos_DET}	-19.248853699437916	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-5.044587810182099	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	3.0404028122884763	-inf	-inf	-inf	-inf	-inf	-inf
{120} {3,5,120}	[{120}, {120, 3, 5}]	{feats_Gender=Masc} {pos_NOUN,feats_Number=Sing,feats_Gender=Masc}	-26.104672225241035	-inf	-inf	2.6556750970785568	-inf	-inf	1.4331229458600043	-37.61575142713106	-inf	-inf	-inf	inf	inf	-inf	-inf	-inf	8.042874789236421	-inf	-inf	-10.40064253655928	-inf	-8.86885435107408	-48.63554837738144	11.26543191903946	-inf	-inf	-inf	-inf	-inf	-inf	-inf	5.978765494485262	-inf	inf	1.518265032698196	-inf	-inf	-inf
{19,20,50,52} {5,80,81,82,83} {5}	[{50, 19, 20, 52}, {5, 80, 81, 82, 83}, {5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	-5.532896788832395	inf	5.100237663929582	1.2547903093561041	-inf	5.360528056214481	1.6528145935852108	-3.7360163339385855	-inf	inf	inf	inf	inf	1.2501133544493805	7.285928613879562	inf	inf	2.56333720933692	0.5877289109495786	-4.080816783347212	inf	-0.4610124289891826	-15.230563459183452	inf	inf	inf	-1.1617965549396134	inf	-inf	inf	inf	4.702944799958777	9.516251089189472	6.152373450441911	1.5102376576321181	inf	inf	2.7035479619847282
{5,120} {5,120}	[{120, 5}, {120, 5}]	{feats_Number=Sing,feats_Gender=Masc} {feats_Number=Sing,feats_Gender=Masc}	-14.777404375859918	inf	9.32264289668835	2.063451745819663	-inf	10.605384145300519	1.2549813014470426	-50.81326604083546	-68.71608007579528	inf	inf	inf	inf	0.669543500440726	8.522840202246858	inf	6.271568414202108	3.597004968978457	4.3578519822837505	-14.836525520979166	11.11069079586376	-1.8854085505402622	-66.11752960864975	inf	inf	inf	-2.596335906738087	7.467281285036002	-32.58163776171308	inf	10.735608121406077	4.856553731575692	10.051440071812861	9.41207729731722	1.4082159586333345	9.44597441275201	inf	4.234853218864185
{4,5} {20}	[{4, 5}, {20}]	{feats_Gender=Fem,feats_Number=Sing} {pos_ADP}	-24.35284856094579	inf	8.510473602746163	2.317976040924887	-inf	2.973935134535155	0.3816403875016839	-8.144292022422114	-31.949086285895422	inf	inf	inf	inf	0.4959854841907795	inf	10.534837180319128	inf	2.67678978733114	6.570341982396739	-6.716635883050055	11.702878565206547	-8.916973913478893	-34.48158696129012	12.429934057833226	inf	10.276402928968443	2.001623623247743	inf	-inf	inf	5.827480679429835	3.044330853758087	8.553445797433788	inf	0.41351718928125647	inf	inf	5.6704723904987855
{19,20,50,52,263} {80,81,82,83} {3}	[{263, 50, 19, 20, 52}, {80, 81, 82, 83}, {3}]	{lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-0.8636679636335858	10.547872501842647	10.454078859664666	8.772708668823366	-inf	1.3620489146631798	0.9407832777345452	-2.522251754267776	-inf	9.819255131363706	inf	inf	10.202026623410891	-0.37404429287294083	11.147250963078433	6.578035281338526	7.081729292682437	1.0881646575395614	4.539566959144436	-3.319797481562981	0.75799991886529	2.500357148287239	-3.852266852682147	10.433180990873508	inf	4.732045488187674	-inf	3.4928791200761427	-inf	inf	4.756243992545541	1.3563301366640705	10.63426273882611	5.135315699228147	0.9334309403080674	10.338406334825859	inf	3.0425866840977336
{1125,1127}	[{1125, 1127}]	{pos_VERB,feats_VerbForm=Part}	-5.249642625488193	inf	10.775756652831888	0.9457160887446164	-inf	4.544674259581744	-2.535777373908269	-6.267441977572259	-inf	10.584737784840758	inf	inf	inf	4.313593356963723	inf	inf	inf	2.392374825091066	inf	-1.0613433585024774	10.576017459622944	-0.38510469563787736	-inf	10.69646752986831	inf	12.45216265020657	0.43500255859670456	inf	-inf	inf	8.309172836211872	6.41016286672084	11.172698026948082	10.996236157414875	-2.4497116172872744	12.814081727152823	inf	inf
{20} {81}	[{20}, {81}]	{pos_ADP} {pos_DET}	-30.75265126294318	inf	10.169812053564959	4.796666454361137	-91.41459445519	5.329040821124818	0.36288520966678167	-33.88317671175843	-93.93476510766335	10.029185362242147	10.82515769603543	10.620985331700924	inf	-1.5516994563236612	10.551486415144238	10.319394643602703	10.846004452797647	-0.3101808767400928	10.233837749256239	-15.43469961219103	9.920164272347229	-5.749386112881081	-94.57330602347227	10.148591695109154	inf	10.149961775804055	-1.7129766003561038	9.786679304864531	-66.10798557093283	11.71639307081199	10.641729339530531	2.47222244376499	10.162775655961852	10.073201118614397	0.4139583008430736	10.21996753376821	inf	8.1544087028016
{19,52} {5,80,81,82,83}	[{19, 52}, {5, 80, 81, 82, 83}]	{lemma_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	-5.655829488018571	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-0.4668382137571638	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	5.807493867391832	-inf	-inf	-inf	-inf	-inf	-inf
{59,80,81,82,83,266} {3,59}	[{266, 80, 81, 82, 83, 59}, {59, 3}]	{feats_Number=Plur,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁les} {pos_NOUN,feats_Number=Plur}	0.6245340369384493	inf	12.25849561019578	inf	-inf	-0.7431643139580515	-0.29218199333429345	-0.46132496216251095	-inf	inf	inf	inf	inf	2.024099589542656	inf	8.634784528731888	inf	6.180667829946533	8.727099971044288	-0.6155220507579142	4.710335615448996	6.140939065475922	-inf	11.539649830772985	inf	inf	-inf	5.352225156874924	-inf	inf	inf	9.928918186339526	inf	inf	0.33427624469361783	inf	inf	3.9818537597896175
{19,52,263} {80}	[{19, 52, 263}, {80}]	{lemma_de,wp_▁de,dep_de} {lemma_le}	-0.43515639820414626	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	1.275723198856511	-inf	-3.7555442344263277	-inf	4.417126426879501	-inf	-inf	-inf	5.17978511194291	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{19,20,50,52} {5,81}	[{50, 19, 20, 52}, {81, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET}	-6.792833064976914	inf	5.805582731472638	-inf	-inf	7.096612414678176	2.2938259961400433	-5.2271927640232985	-inf	10.810140109322104	inf	inf	inf	2.2045845300541114	7.875917616494244	inf	inf	-inf	0.7255725919536542	-3.7236413897031255	11.226568939574149	-0.6940298154123343	-18.495884922264114	10.974240919506112	inf	inf	-inf	inf	-inf	inf	inf	5.73580254814807	-inf	-inf	2.127833503304572	-inf	inf	-inf
{81} {3} {20}	[{81}, {3}, {20}]	{pos_DET} {pos_NOUN} {pos_ADP}	-21.546245942784086	inf	10.79837691840263	7.8499286208787264	-inf	2.9585201117401687	0.5018653603985382	-7.440913306964651	-inf	10.807330940187862	inf	inf	inf	4.789559105558174	inf	inf	inf	2.1479697814170793	10.459654982500934	-3.4581559285880763	9.76057855771714	-6.531680121825594	-31.414245578734377	10.717403064277248	inf	inf	-0.5381869501051222	inf	-inf	inf	inf	5.125507991403637	11.023936139346233	11.431702339107886	0.5429757798603737	inf	inf	7.826163523705251
{916}	[{916}]	{wp_▁le}	-0.8429130914938928	inf	inf	-inf	-inf	-inf	2.0942908838603964	-5.080873768969649	-inf	inf	-inf	inf	inf	-inf	inf	-inf	-inf	4.153922482941826	6.92338959705455	-1.1944750936369462	inf	3.142328988358213	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	9.16437232477447	2.1817044256358984	-inf	-inf	-inf
{5} {37}	[{5}, {37}]	{feats_Number=Sing} {pos_PUNCT}	-3.966905101021622	9.198417258153393	5.734701797762176	3.2270306855733972	-inf	10.813896358799315	0.8511443828248751	-87.5726990566776	-55.5109805045052	8.99739950064184	inf	inf	inf	0.5688659731958001	1.2822301952061097	inf	8.746206171234082	5.501832686624016	6.2639294636925875	-13.07806364587761	6.175100547983256	2.5240210369705776	0.7808765011719034	inf	inf	inf	-2.3000358168156434	inf	-43.770913147811115	inf	3.9902702199475892	2.799396955841455	8.407230180452046	7.469422594424266	0.8319887645674455	inf	inf	8.413881335470634
{81} {5}	[{81}, {5}]	{pos_DET} {feats_Number=Sing}	-30.13490198032165	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-5.508741358270199	-86.91487316719932	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{4,5,81,83} {3,4,5}	[{81, 83, 4, 5}, {3, 4, 5}]	{feats_Gender=Fem,feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem,feats_Number=Sing}	-3.013687920025532	inf	inf	6.400379030327827	-inf	2.7930272303411603	4.5378128089778995	0.373989216417498	-inf	inf	inf	inf	inf	3.4595016670836816	inf	inf	inf	5.03169794042324	6.765478658326758	-1.4865931766358536	inf	0.7146815014883261	-inf	inf	inf	inf	0.43542154732692473	inf	-inf	inf	7.893946850791257	inf	inf	inf	4.669183153386644	inf	inf	8.113187035147032
{75,120}	[{120, 75}]	{pos_ADJ,feats_Gender=Masc}	-15.877031737612269	inf	inf	7.774301807794696	-inf	8.554797352005988	-0.36667851611532865	-7.522460127943506	-inf	inf	inf	inf	inf	2.875555426943101	inf	inf	6.529843585823141	2.8775274513253706	inf	-0.4006979916224191	4.858946286995728	-4.421829174285489	-15.334905778667425	inf	inf	inf	-0.6091544168942604	inf	-inf	inf	4.4610027973582875	inf	8.038752662863091	inf	-0.31197316098754635	7.132179784234957	inf	5.337833804234843
{120} {20}	[{120}, {20}]	{feats_Gender=Masc} {pos_ADP}	-21.836502045454537	inf	11.072321444779172	3.5630180775213427	-inf	4.62992273001801	-1.365465270013828	-20.190185037795633	-65.10576786413891	11.824642212910335	inf	inf	inf	0.7462230593931087	inf	inf	inf	0.8670289064333415	8.683071659313455	-6.767912030904999	7.570109439804666	-4.985097704060375	-68.46360492515313	10.96308902364158	inf	inf	0.6080041992484951	10.32063578229274	-38.09792531692259	inf	6.748510382166038	-0.5123435500497864	9.715539675219253	inf	-1.2817220109270528	inf	inf	4.378199125760487
{3} {20} {81}	[{3}, {20}, {81}]	{pos_NOUN} {pos_ADP} {pos_DET}	-12.48845913507631	inf	10.791523855041142	4.417557083535443	-inf	1.4720507658338327	1.0094480400197503	-3.6829625940139503	-inf	10.75143172861645	inf	inf	inf	1.2386291657056208	inf	inf	inf	5.387557767055616	3.1179638878564058	-2.6670701218811197	11.1007942484252	-2.9069659386235442	-17.440894484955084	10.740363376806702	inf	inf	-0.5058473281228293	inf	-inf	inf	2.798667594602941	4.948444405805415	inf	11.025416162398072	1.066477778751926	inf	inf	5.122767364696625
{20}	[{20}]	{pos_ADP}	-22.455356784363744	inf	10.70605743365096	4.045742725258638	-102.2581645560942	10.476807443599244	1.925893462323539	-41.12396663749714	-99.1824888904618	10.891507977000309	inf	inf	inf	-1.4920303098938552	inf	inf	inf	0.3729764620996065	inf	-10.689859917495554	9.390059932465109	-0.8439076585978019	-127.57485269938171	10.79620616707155	inf	inf	1.0858363418571106	inf	-65.24171691090808	inf	inf	2.254950003033271	inf	11.176243131249633	1.9341670136156626	inf	inf	10.263300467910192
{5,81,83} {3,5,120}	[{81, 83, 5}, {120, 3, 5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Masc}	-21.474358527658083	inf	10.415700734447363	3.118425335098481	-inf	4.151942797501406	3.9596247562186973	-24.56423082067859	-61.618081767010544	10.467059716107451	inf	inf	inf	-0.7600324370102893	11.116774144276324	10.76097547476237	8.120207461619255	3.5342377455541287	3.6934285238791684	-8.872011747335039	3.392410466641501	-6.246036659470638	-43.97465732853863	10.377665911586899	inf	10.9104303799736	-3.1528884686356555	inf	-inf	inf	7.987690331442931	2.056854665011221	10.687110623174013	10.588013669442446	4.11313207457887	11.026978199435753	inf	4.662699481217931
{20} {80,81,82,83} {4}	[{20}, {80, 81, 82, 83}, {4}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	-16.15481093454882	inf	6.841231154913977	6.251852580797908	-inf	1.9151208222968397	-0.5635336668863311	-7.480802063173074	-65.07400481606692	10.321493149022196	inf	inf	inf	0.640999725188584	11.647886025761363	inf	inf	0.7117137179743043	3.3126757531389726	-9.365672655701719	10.623973102896565	-3.6970121893042465	-33.1044473892296	10.615878352824202	inf	11.808306657031416	-1.4036551501218975	inf	-inf	inf	6.289503691522378	4.610729437993416	11.260344438975922	10.79527227782703	-0.5217526226080715	11.830901428523417	inf	3.2507489602475124
{266}	[{266}]	{wp_▁les}	-1.889422453353682	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	3.706347037047032	-inf	-0.5909744520988016	-inf	1.8778264480505162	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{4}	[{4}]	{feats_Gender=Fem}	-12.780310424622987	inf	10.361370181903522	-inf	-101.8357886523778	-inf	0.48201862630699915	-39.513179426404854	-100.59201719336464	10.388568504394321	inf	11.096443734061515	inf	-0.8421381537712878	10.89351444656121	13.537949262852722	inf	5.700768091087399	10.763451873606941	-14.350167166059478	-inf	1.4583016716320771	-107.27058358246977	10.338998448777351	inf	10.554278052764186	1.399094229546956	inf	-73.79220221705188	inf	-inf	6.0179725888741755	10.805610972022984	10.461767941917953	0.4514467888017055	11.103796549058236	inf	10.676538465224663
{106}	[{106}]	{wp_.}	-4.08388184541715	2.474523986194186	-0.4359981112771545	5.705626511579813	-37.70395064894189	0.6817803493039782	-1.9156845504221602	-110.21955717802214	4.492489134081267	2.388079155713336	-4.140179120421739	9.303993299336117	inf	-8.81413954560378	-1.3756414114000828	inf	-0.640391035491248	-0.872952984788034	-1.643993612802008	-19.438946298286588	1.1357480865933183	7.534088248549747	inf	6.507583225931841	inf	1.9102519866976317	-10.828643316527018	3.1325085225308333	8.688196666405695	1.8733878971482454	-5.804543119255814	2.6463355812461895	0.8235194634272441	8.940232101399182	-1.9157122270203857	1.2964227430848096	inf	1.586372896782072
{19,20} {81,83} {3}	[{19, 20}, {81, 83}, {3}]	{lemma_de,pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	-15.030710125214293	inf	10.611287547244984	3.9304300419538367	-inf	2.1172485152375655	-0.2875043480433994	-15.267448102230533	-79.11840418103546	10.733295534188526	inf	inf	inf	-0.8874311389287498	inf	8.488054059833233	inf	0.3559573530736493	3.275615056207817	-11.44075873724841	5.6615559747608755	-2.734245665378334	-28.54007654792229	10.550413121562864	inf	11.962965035656998	-2.6366157427419052	inf	-39.77492541454231	inf	7.176864816726079	1.4182161424044586	10.49612416251959	8.13434545498473	0.34721825238359266	10.577589673455629	inf	4.000554466953312
{19,20,50,52} {81} {3}	[{50, 19, 20, 52}, {81}, {3}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {pos_NOUN}	-15.3231914531393	inf	10.16587710386874	6.114194437054594	-inf	3.274953457259836	-0.326164652602398	-16.947331438833444	-86.10939381232409	10.225612188799412	10.98797878350907	10.443443330254256	inf	-0.687750668900062	10.511267315847741	9.902976946591822	10.591226029506476	0.38787842992493393	3.733839857537257	-11.661429880075747	6.598937279529419	-3.0631059956913718	-31.98822672097199	10.15228752734489	inf	9.5682461796562	-3.915358026917237	10.326194708967755	-37.7481622779492	inf	4.588655967374451	1.319456011425864	10.267149103687755	10.112267659184653	-0.3457786374160776	10.252506635902371	inf	3.9580563656069305
{59} {120}	[{59}, {120}]	{feats_Number=Plur} {feats_Gender=Masc}	-9.517504416484904	inf	10.727456667457815	inf	-inf	0.4300353349223297	-3.1431008810907595	-29.514379960877513	-46.915634089488286	11.314724932235926	inf	inf	inf	-1.146146366632022	inf	inf	inf	-0.8604281317101908	inf	-6.337808041248612	2.6338845101683677	-0.8770927098080206	-15.440223180503686	10.662061242370479	inf	inf	-0.7418055408670311	6.297923692126802	-inf	9.677842666232175	10.4517776918016	1.907808789171192	4.2688370832362805	11.246594023768074	-3.129479078407268	inf	inf	4.1350600930974135
{19,20} {5,80,81,82,83} {5}	[{19, 20}, {5, 80, 81, 82, 83}, {5}]	{lemma_de,pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	-5.687845891404375	-inf	-inf	-inf	-inf	-inf	1.7225249162464225	-3.836999913440401	-inf	-inf	inf	inf	-inf	1.2018980051820038	-inf	-inf	inf	2.5124648138121923	-inf	-3.659112262515544	-inf	-0.4149725990880321	-14.266535891145532	10.795290334057832	-inf	-inf	-inf	-inf	-inf	-inf	inf	4.834237927857666	9.442835246745457	-inf	1.8033560564695326	11.815340552619396	-inf	2.899325280026137
{81,83}	[{81, 83}]	{pos_DET,feats_PronType=Art}	-28.06387148789394	inf	10.321899701866482	6.504515549890751	-113.53025939254665	7.636399570868394	1.9635019471738548	-40.59217304565974	-108.56137649696073	10.449199639146912	inf	11.03152199271451	inf	-0.3639134741933159	10.741611563993304	inf	11.096522008644794	1.0352952955172638	10.932883761385035	-16.376960993125998	8.823750198517198	-3.248580479361767	-97.82840493077606	10.346320538325383	inf	10.69928590050771	-1.5953575124752872	-inf	-84.76485324201359	inf	inf	2.4628147779273686	10.504434615166234	10.41385122501663	2.1316614939540113	10.779626244418738	inf	8.113844202543053
{5} {5,120}	[{5}, {120, 5}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Masc}	-19.607410877838372	inf	10.21517329344004	3.2697317713850125	-inf	11.372628740024126	2.9538912744961667	-40.766410693524335	-81.10110572328755	inf	inf	inf	inf	0.7751941576855925	8.149690251714398	inf	7.1087035728125185	4.4891677894868245	6.36791138067886	-15.76288833277561	9.984330784713626	-2.753578195578406	-78.07794057943133	inf	inf	inf	-2.4391511393792156	8.236401824992805	-41.241226764538474	inf	inf	2.4986402697550196	inf	inf	3.2227487078481936	inf	inf	7.755884608398908
{19,20,52} {81}	[{19, 20, 52}, {81}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET}	-12.722644436447903	-inf	10.204394674037587	-inf	-inf	-inf	-inf	-28.90545422639983	-92.18674854708429	-inf	12.286483532258272	10.643707490608245	inf	-inf	10.73845026958786	-inf	-inf	-inf	3.925079568268644	-10.265982836065184	-inf	-1.4832717743494148	-43.430617270102374	-inf	-inf	-inf	-inf	9.666874683936348	-inf	inf	10.30582005660697	2.7465693200792245	-inf	6.973502059502123	-inf	-inf	-inf	-inf
